Anio,Mes,Clave ciudad,limon,leche,camaron,tortillas,electricidad,alquiler,frijol,pollo
2021,5,43,13.25,22.5,120.0,19.0,211.06,105.27,409.0,47.9
2021,5,44,19.0,15.87,235.45,18.5,455.47,112.26,15.0,37.15
2021,5,45,25.75,21.0,222.5,16.0,211.06,101.03,10.0,25.67
2021,5,46,21.99,17.72,289.0,11.7,154.31,110.39,10.5,33.9
2021,5,47,32.35,23.0,245.0,15.0,455.47,104.6,9.0,33.47
2021,5,48,48.45,21.5,252.5,21.0,211.06,107.35,199.0,37.78
2021,5,49,51.4,16.2,220.0,13.0,211.06,103.06,20.0,35.17
2021,5,50,37.54,21.0,194.0,22.0,165.74,105.43,10.0,42.0
2021,5,51,28.75,21.0,200.0,14.25,455.47,100.41,8.0,46.0
2021,5,52,32.15,22.0,190.0,16.0,455.47,104.62,10.0,48.5
2021,5,53,24.5,18.5,289.0,19.0,455.47,105.91,299.0,46.25
2021,5,54,55.95,19.0,140.0,17.0,214.69,103.09,535.0,30.0
2021,5,55,32.75,13.5,267.5,14.0,455.47,103.75,16.0,32.0
2021,6,1,28.4,25.0,210.0,18.0,456.66,108.5,5.0,38.0
2021,6,2,20.4,21.5,229.0,20.0,211.58,104.36,25.0,26.79
2021,6,3,15.75,19.0,250.0,11.7,456.66,101.17,670.0,50.44
2021,6,4,31.9,12.17,365.0,12.5,456.66,107.27,10.0,26.95
2021,6,5,32.9,18.78,365.0,18.25,211.58,105.08,299.0,63.05
2021,6,6,33.65,18.36,245.0,22.5,154.79,105.78,440.0,37.5
2021,6,7,31.49,22.0,276.24,17.0,193.62,105.19,370.0,33.9
2021,6,8,19.5,20.7,399.0,21.0,215.21,105.65,20.0,29.49
2021,6,9,27.25,18.7,222.5,20.0,166.26,111.08,420.0,48.0
2021,6,10,28.65,17.0,379.0,20.0,456.66,105.66,10.0,62.22
2021,6,11,20.5,20.63,234.0,13.0,456.66,108.22,25.0,32.22
2021,6,12,29.45,21.0,186.0,16.0,456.66,109.23,25.0,32.96
2021,6,13,28.08,18.9,200.0,17.0,196.99,109.36,399.0,60.11
2021,6,14,25.6,23.68,199.23,16.0,456.66,102.99,10.0,27.56
2021,6,15,25.9,24.0,229.9,17.13,211.58,106.89,20.0,36.32
2021,6,16,10.13,17.21,285.0,22.0,211.58,105.3,449.0,41.42
2021,6,17,33.15,22.0,261.5,18.0,166.26,101.63,499.0,26.7
2021,6,18,24.0,25.3,235.0,22.0,211.58,105.4,24.0,24.72
2021,6,19,28.15,21.5,305.0,18.5,207.96,110.76,20.0,34.44
2021,6,20,29.4,17.04,260.0,12.5,166.26,106.22,15.0,47.5
2021,6,21,26.4,27.0,199.0,21.0,207.96,106.32,15.0,32.59
2021,6,22,24.9,20.45,180.0,14.0,456.66,105.1,8.0,35.0
2021,6,23,29.15,18.0,365.0,20.0,456.66,104.72,15.0,34.0
2021,6,24,27.3,22.05,272.5,21.25,425.16,111.33,24.0,27.06
2021,6,25,24.8,22.0,191.5,18.0,193.62,107.4,22.5,32.23
2021,6,26,16.0,13.5,266.25,18.0,215.21,104.14,20.0,49.5
2021,6,27,32.13,21.4,217.04,21.0,166.26,105.32,14.0,35.28
2021,6,28,30.43,22.95,319.0,18.0,196.99,105.35,16.0,30.51
2021,6,29,25.35,20.95,239.0,22.75,456.66,111.82,12.0,30.0
2021,6,30,16.75,47.5,265.0,17.0,456.66,104.26,13.0,24.83
2021,6,31,25.4,21.38,192.5,22.0,211.58,106.75,249.0,45.56
2021,6,32,24.83,19.05,190.0,22.0,166.26,103.77,10.0,29.0
2021,6,33,32.9,21.5,200.0,16.0,456.66,104.14,10.0,28.8
2021,6,34,28.4,17.9,240.0,17.25,456.66,103.49,15.0,35.75
2021,6,35,21.5,24.25,342.4,19.0,207.96,109.5,399.0,40.17
2021,6,36,24.8,16.24,212.4,15.25,456.66,107.36,12.0,40.78
2021,6,37,28.15,11.38,218.65,19.0,407.8,106.11,12.0,47.35
2021,6,38,15.65,24.5,172.0,17.5,456.66,107.86,470.0,28.11
2021,6,39,19.38,22.5,379.0,19.75,456.66,105.4,10.0,42.25
2021,6,40,36.88,14.7,320.0,19.0,433.26,101.58,10.0,47.5
2021,6,41,20.5,21.5,299.0,14.0,456.66,104.17,24.0,32.0
2021,6,42,23.24,11.0,280.0,15.0,215.21,105.97,8.0,42.67
2021,6,43,4.5,22.38,110.0,19.5,211.58,105.7,409.0,47.9
2021,6,44,16.75,15.87,235.9,19.0,456.66,112.71,15.0,39.2
2021,6,45,22.5,20.5,230.0,16.0,211.58,101.03,10.0,25.33
2021,6,46,22.99,18.39,299.0,11.7,154.79,110.54,10.5,33.9
2021,6,47,27.63,23.0,245.0,15.0,456.66,105.02,9.0,31.86
2021,6,48,36.4,22.28,282.5,21.0,211.58,107.52,199.0,40.0
2021,6,49,27.68,16.31,225.0,13.0,211.58,103.24,20.0,33.31
2021,6,50,34.57,21.0,194.0,22.0,166.26,105.45,10.0,42.0
2021,6,51,25.0,21.0,230.0,15.0,456.66,100.41,8.0,46.0
2021,6,52,25.9,22.0,187.5,17.0,456.66,104.78,5.0,48.5
2021,6,53,22.5,18.47,294.0,19.0,456.66,106.33,299.0,43.75
2021,6,54,26.78,19.0,140.0,17.0,215.21,103.22,535.0,30.0
2021,6,55,30.25,13.5,242.5,16.0,456.66,103.91,16.0,32.0
2021,7,1,32.4,25.0,220.0,18.0,457.85,108.72,5.0,38.0
2021,7,2,15.38,21.0,195.0,20.0,212.11,104.54,25.0,26.79
2021,7,3,19.0,19.0,250.0,11.7,457.85,101.17,670.0,50.44
2021,7,4,27.9,12.17,365.0,12.5,457.85,107.38,10.0,26.02
2021,7,5,28.65,19.31,365.0,19.0,212.11,105.17,299.93,62.22
2021,7,6,25.9,18.56,250.0,24.0,155.28,106.06,440.0,37.5
2021,7,7,27.24,22.0,289.99,17.0,194.1,105.33,370.0,33.9
2021,7,8,17.25,23.1,399.0,24.0,215.73,106.11,20.0,28.11
2021,7,9,25.25,17.48,207.5,21.0,166.78,111.2,420.0,48.0
2021,7,10,26.83,18.25,379.0,20.0,457.85,105.77,10.0,62.22
2021,7,11,20.0,20.63,236.5,13.0,457.85,108.4,25.0,33.89
2021,7,12,27.95,20.18,186.0,16.0,457.85,109.2,25.0,32.96
2021,7,13,22.9,18.4,205.0,18.0,197.48,109.52,399.0,60.11
2021,7,14,28.88,22.25,200.75,16.0,457.85,103.62,10.0,27.56
2021,7,15,26.3,24.0,228.4,17.5,212.11,107.28,20.0,35.49
2021,7,16,6.38,16.21,285.0,23.0,212.11,105.39,449.0,42.56
2021,7,17,27.9,22.0,288.25,18.5,166.78,101.7,499.0,26.7
2021,7,18,24.0,24.71,275.5,22.0,212.11,105.77,24.0,23.33
2021,7,19,29.15,22.0,305.0,20.0,208.48,111.08,20.0,34.44
2021,7,20,29.9,16.38,260.0,12.5,166.78,106.82,15.0,47.5
2021,7,21,27.35,27.0,197.5,21.0,208.48,106.57,15.0,33.77
2021,7,22,24.95,22.3,180.0,14.5,457.85,105.43,8.0,35.0
2021,7,23,22.4,19.0,365.0,20.0,457.85,104.76,15.0,34.0
2021,7,24,26.85,22.6,273.75,22.0,426.27,112.94,24.0,27.06
2021,7,25,25.33,22.0,194.25,21.0,194.1,107.53,22.5,32.73
2021,7,26,15.0,13.5,255.0,18.0,215.73,104.29,20.0,49.5
2021,7,27,30.3,21.14,188.0,21.0,166.78,105.44,14.0,33.75
2021,7,28,23.55,20.08,319.0,19.5,197.48,105.55,16.0,29.92
2021,7,29,26.1,22.65,239.0,23.0,457.85,111.82,12.0,30.0
2021,7,30,15.0,47.5,265.0,17.0,457.85,105.31,13.0,25.0
2021,7,31,27.05,20.5,207.5,25.0,212.11,106.83,249.0,44.44
2021,7,32,29.9,19.05,190.0,23.0,166.78,104.36,10.0,29.0
2021,7,33,32.38,21.88,207.5,16.0,457.85,104.3,10.0,27.56
2021,7,34,26.83,17.88,280.0,18.5,457.85,103.86,15.0,34.0
2021,7,35,19.5,25.0,369.9,20.0,208.48,109.64,399.0,39.61
2021,7,36,25.3,16.01,249.9,16.0,457.85,107.67,12.0,40.56
2021,7,37,18.39,11.38,244.9,19.75,408.84,106.32,12.0,47.5
2021,7,38,13.83,26.13,172.0,19.0,457.85,107.86,470.0,28.11
2021,7,39,18.13,22.5,379.0,20.0,457.85,105.61,10.0,40.0
2021,7,40,26.85,15.2,320.0,19.0,434.39,101.81,10.0,43.0
2021,7,41,20.0,22.0,299.0,14.0,457.85,104.01,24.0,34.0
2021,7,42,25.42,11.0,280.0,16.0,215.73,105.97,8.0,44.33
2021,7,43,3.0,22.25,100.0,19.56,212.11,105.7,409.0,47.9
2021,7,44,18.0,15.87,212.95,19.25,457.85,113.34,15.0,41.65
2021,7,45,20.38,20.5,215.0,16.0,212.11,100.61,10.0,25.33
2021,7,46,21.74,19.05,309.0,11.7,155.28,110.99,10.5,33.9
2021,7,47,27.83,23.0,245.0,15.5,457.85,105.11,9.0,31.86
2021,7,48,24.85,22.05,290.0,22.0,212.11,107.37,199.0,40.0
2021,7,49,19.58,16.59,232.5,13.5,212.11,103.23,20.0,32.78
2021,7,50,34.11,21.0,194.0,22.0,166.78,106.02,10.0,42.0
2021,7,51,23.75,21.0,225.0,15.0,457.85,100.7,8.0,46.0
2021,7,52,24.9,22.0,170.0,17.0,457.85,104.43,5.0,48.5
2021,7,53,23.0,18.5,309.0,20.0,457.85,106.63,299.0,43.75
2021,7,54,20.95,19.0,140.0,18.0,215.73,103.22,535.0,30.0
2021,7,55,28.0,13.5,215.0,16.0,457.85,103.94,16.0,32.0
2021,8,1,26.9,25.0,200.0,18.0,459.04,109.0,5.0,38.0
2021,8,2,15.35,22.0,200.75,20.0,212.63,104.7,25.0,26.79
2021,8,3,22.5,20.0,307.0,11.7,459.04,101.17,670.0,38.33
2021,8,4,33.65,12.17,365.0,12.5,459.04,107.64,10.0,25.77
2021,8,5,32.65,20.1,365.0,19.0,212.63,105.31,300.86,59.72
2021,8,6,32.65,19.15,250.0,24.0,155.76,106.81,450.0,36.75
2021,8,7,33.99,22.25,284.99,17.0,194.59,105.39,370.0,33.9
2021,8,8,18.5,23.1,399.0,24.0,216.25,106.37,20.0,31.61
2021,8,9,26.75,17.22,200.0,21.75,167.3,111.53,420.0,48.0
2021,8,10,27.58,19.0,379.0,20.0,459.04,105.79,10.0,62.22
2021,8,11,25.5,21.69,249.75,13.0,459.04,108.54,25.0,33.89
2021,8,12,33.71,20.73,186.0,16.0,459.04,109.27,25.0,32.96
2021,8,13,15.9,18.9,200.0,19.0,350.76,109.9,399.0,60.11
2021,8,14,34.4,22.7,203.5,16.0,459.04,103.71,10.0,27.56
2021,8,15,26.9,24.0,234.4,17.5,212.63,107.36,20.0,33.83
2021,8,16,7.43,15.65,317.0,23.0,212.63,105.48,449.0,42.56
2021,8,17,33.4,22.88,292.25,20.0,167.3,101.78,499.0,25.3
2021,8,18,25.0,30.6,289.0,22.0,212.63,106.2,24.0,23.33
2021,8,19,33.9,22.0,305.0,20.0,209.0,111.25,20.0,34.44
2021,8,20,30.65,17.04,260.0,12.5,167.3,107.17,15.0,47.5
2021,8,21,25.88,27.0,197.5,25.0,209.0,106.66,15.0,33.89
2021,8,22,25.43,21.38,180.0,15.0,459.04,105.55,8.0,35.0
2021,8,23,27.88,19.0,365.0,20.0,459.04,104.93,15.0,34.0
2021,8,24,28.08,23.6,255.0,22.0,427.38,113.31,24.0,26.87
2021,8,25,29.58,23.95,221.25,21.0,194.59,107.95,22.5,32.9
2021,8,26,16.5,13.5,250.0,18.5,216.25,104.33,20.0,49.5
2021,8,27,33.7,21.57,235.75,23.0,167.3,105.57,14.0,32.92
2021,8,28,21.2,24.11,319.0,20.0,197.96,105.58,18.0,30.0
2021,8,29,27.35,21.8,201.5,23.0,459.04,112.01,12.0,30.0
2021,8,30,16.25,47.5,265.0,17.0,459.04,106.25,13.0,25.0
2021,8,31,27.65,21.75,191.25,25.0,212.63,107.37,249.0,46.08
2021,8,32,30.8,19.05,189.57,23.0,167.3,104.97,10.0,29.0
2021,8,33,40.4,21.25,175.0,17.0,459.04,104.33,10.0,31.28
2021,8,34,27.63,20.2,270.0,20.0,459.04,103.88,15.0,34.25
2021,8,35,22.5,25.0,369.9,20.0,209.0,110.1,399.0,43.22
2021,8,36,29.8,16.65,239.9,16.0,459.04,107.91,12.0,29.99
2021,8,37,16.4,11.38,257.4,22.0,409.89,106.39,12.0,47.5
2021,8,38,17.88,31.75,172.0,19.5,459.04,108.12,550.0,32.97
2021,8,39,23.0,23.0,374.0,20.0,459.04,105.68,10.0,41.0
2021,8,40,37.15,15.45,320.0,19.0,435.52,102.3,10.0,43.75
2021,8,41,19.5,22.0,299.0,14.0,459.04,104.08,24.0,34.0
2021,8,42,25.0,11.0,280.0,16.0,216.25,106.08,8.0,37.11
2021,8,43,5.25,23.5,100.0,19.99,212.63,105.7,409.0,47.9
2021,8,44,16.25,15.93,235.0,20.0,459.04,113.52,15.0,42.3
2021,8,45,21.0,21.5,187.5,16.21,212.63,100.19,10.0,25.72
2021,8,46,26.74,19.05,309.0,11.7,155.76,111.7,10.5,33.9
2021,8,47,29.35,23.0,245.0,16.0,459.04,105.19,9.0,31.86
2021,8,48,20.95,23.25,270.0,22.0,212.63,107.28,199.0,40.0
2021,8,49,17.98,16.85,215.0,14.0,212.63,103.49,20.0,34.36
2021,8,50,32.38,21.0,194.0,22.0,167.3,106.64,10.0,42.0
2021,8,51,26.25,21.0,197.5,15.0,459.04,101.69,8.0,46.0
2021,8,52,32.9,22.75,170.0,18.0,459.04,104.08,5.0,48.5
2021,8,53,24.75,21.5,309.0,20.5,459.04,106.61,299.0,44.5
2021,8,54,19.65,19.0,140.0,19.0,216.25,103.16,535.0,30.0
2021,8,55,28.5,13.75,195.0,16.0,459.04,104.39,16.0,32.0
2021,9,1,41.2,25.0,220.0,18.0,460.22,109.27,5.0,38.0
2021,9,2,23.4,23.5,199.25,22.0,213.15,104.86,25.0,26.79
2021,9,3,22.25,20.0,289.25,12.2,460.22,101.17,670.0,44.14
2021,9,4,36.65,12.17,365.0,12.5,460.22,107.9,15.0,25.3
2021,9,5,35.15,19.97,365.0,19.0,213.15,105.46,300.86,60.69
2021,9,6,38.15,19.15,250.0,24.0,156.25,106.81,450.0,36.5
2021,9,7,36.74,23.0,267.49,17.0,195.08,105.69,370.0,33.9
2021,9,8,20.0,24.53,399.0,24.0,216.78,106.66,20.0,30.54
2021,9,9,29.5,17.18,200.0,22.0,167.82,111.89,420.0,48.0
2021,9,10,37.83,19.0,384.0,20.0,460.22,105.92,10.0,62.22
2021,9,11,28.25,21.69,252.0,12.0,460.22,108.46,25.0,32.22
2021,9,12,34.95,19.9,186.0,16.0,460.22,109.48,25.0,32.41
2021,9,13,15.9,17.9,200.0,19.0,351.68,110.16,399.0,61.44
2021,9,14,35.13,24.5,237.68,16.0,460.22,103.81,10.0,27.56
2021,9,15,33.15,24.5,251.15,19.0,213.15,107.41,20.0,36.32
2021,9,16,9.88,16.05,329.0,23.0,213.15,105.72,449.0,42.78
2021,9,17,38.4,23.0,285.5,20.0,167.82,101.75,499.0,25.3
2021,9,18,33.0,29.65,289.0,22.0,213.15,106.32,24.0,23.89
2021,9,19,39.15,22.0,305.0,20.0,209.53,111.47,20.0,34.44
2021,9,20,38.9,17.7,260.0,12.5,167.82,107.52,15.0,47.5
2021,9,21,36.4,27.0,200.5,25.0,209.53,106.77,15.0,34.36
2021,9,22,33.15,23.5,180.0,15.0,460.22,105.6,8.0,35.0
2021,9,23,38.9,19.0,365.0,20.0,460.22,105.23,15.0,34.0
2021,9,24,32.9,24.6,255.0,22.0,428.48,114.48,24.0,54.19
2021,9,25,29.35,24.6,242.25,21.0,195.08,108.0,22.5,32.9
2021,9,26,19.0,14.0,250.0,19.0,216.78,104.38,20.0,49.5
2021,9,27,39.7,21.88,236.0,23.0,167.82,105.6,14.0,31.67
2021,9,28,24.23,24.5,269.0,20.0,198.45,105.62,20.0,28.28
2021,9,29,34.6,21.4,189.0,23.0,460.22,112.47,12.0,30.0
2021,9,30,16.0,47.5,265.0,17.0,460.22,106.74,13.0,25.0
2021,9,31,33.65,22.68,191.25,25.0,213.15,107.64,249.0,45.28
2021,9,32,38.9,19.05,191.99,23.0,167.82,105.63,10.0,29.0
2021,9,33,46.4,21.33,180.0,18.0,460.22,104.33,10.0,28.8
2021,9,34,34.43,20.15,240.0,20.0,460.22,104.03,15.0,34.5
2021,9,35,22.5,25.0,369.9,20.0,209.53,110.16,399.0,44.06
2021,9,36,32.08,17.18,234.9,16.0,460.22,108.76,12.0,29.99
2021,9,37,19.4,11.38,234.9,22.0,410.93,106.45,12.0,44.85
2021,9,38,21.68,32.5,172.0,19.5,460.22,108.5,550.0,28.11
2021,9,39,25.0,23.5,374.0,20.0,460.22,105.7,10.0,45.5
2021,9,40,39.68,17.23,320.0,19.0,436.65,102.83,10.0,45.0
2021,9,41,20.0,22.75,299.0,14.0,460.22,104.48,24.0,34.0
2021,9,42,24.72,11.0,280.0,16.0,216.78,106.08,8.0,44.33
2021,9,43,8.0,23.5,125.0,20.02,213.15,106.01,409.0,47.9
2021,9,44,19.0,15.93,234.4,20.0,460.22,113.64,15.0,41.75
2021,9,45,25.0,20.5,187.5,20.0,213.15,100.19,10.0,25.33
2021,9,46,26.99,19.84,304.0,11.95,156.25,112.65,10.5,35.2
2021,9,47,38.35,23.0,245.0,16.0,460.22,105.19,9.0,31.86
2021,9,48,24.98,24.58,227.5,22.0,213.15,107.46,199.0,40.0
2021,9,49,22.63,17.19,205.0,14.0,213.15,103.73,20.0,34.89
2021,9,50,29.0,21.0,194.0,22.0,167.82,106.67,10.0,42.75
2021,9,51,30.0,21.0,190.0,15.0,460.22,101.77,8.0,46.0
2021,9,52,35.15,23.0,170.0,18.0,460.22,104.08,5.0,48.5
2021,9,53,28.25,21.0,299.0,20.5,460.22,106.95,299.0,43.75
2021,9,54,23.5,19.0,140.0,19.0,216.78,103.1,535.0,29.5
2021,9,55,28.5,14.5,195.0,16.0,460.22,104.49,16.0,32.0
2021,10,1,42.68,25.0,210.0,18.0,461.41,109.52,5.0,38.0
2021,10,2,22.48,24.55,191.75,22.0,378.71,105.33,25.0,26.79
2021,10,3,23.25,20.0,287.25,12.78,461.41,101.19,670.0,49.78
2021,10,4,37.15,12.17,355.75,12.5,461.41,107.93,15.0,26.02
2021,10,5,35.9,19.97,340.0,19.0,378.71,105.69,300.86,56.8
2021,10,6,34.65,19.15,250.0,24.0,156.74,106.96,450.0,36.5
2021,10,7,30.74,23.0,252.49,17.0,195.56,106.14,370.0,33.9
2021,10,8,19.0,25.0,391.5,24.0,378.71,106.92,20.0,35.83
2021,10,9,29.0,17.7,197.5,22.0,168.35,112.01,420.0,48.0
2021,10,10,32.55,19.0,389.0,20.0,461.41,106.04,10.0,61.11
2021,10,11,24.5,21.69,251.23,12.25,461.41,108.57,25.0,37.08
2021,10,12,33.95,21.6,186.0,16.0,461.41,109.6,25.0,32.41
2021,10,13,18.18,18.03,200.0,19.0,352.59,110.32,399.0,57.78
2021,10,14,37.63,24.5,236.9,16.02,461.41,104.09,10.0,31.42
2021,10,15,35.9,25.0,238.9,19.0,378.71,107.56,20.0,31.62
2021,10,16,10.0,16.5,309.0,23.0,378.71,105.97,449.0,44.06
2021,10,17,33.9,23.38,314.5,20.0,319.64,101.73,499.0,25.29
2021,10,18,24.25,29.65,289.0,22.0,378.71,106.56,24.0,24.44
2021,10,19,28.9,22.0,305.0,20.0,210.05,111.62,20.0,34.44
2021,10,20,27.4,19.03,260.0,12.5,168.35,107.9,15.0,41.9
2021,10,21,32.83,27.0,203.0,25.0,319.64,106.77,15.0,30.32
2021,10,22,28.2,23.5,180.0,15.0,461.41,105.66,10.0,32.0
2021,10,23,40.65,19.0,365.0,20.0,461.41,106.48,15.0,34.0
2021,10,24,34.8,24.6,276.0,22.0,429.59,115.86,24.0,53.61
2021,10,25,28.8,24.13,239.0,21.0,195.56,108.27,22.5,32.9
2021,10,26,17.25,14.5,250.0,19.25,217.3,104.38,20.0,49.5
2021,10,27,35.33,21.72,243.5,23.0,168.35,105.77,14.0,31.33
2021,10,28,25.0,24.5,269.0,20.0,352.59,105.81,20.0,29.04
2021,10,29,38.65,22.5,189.0,22.0,461.41,112.75,12.0,30.0
2021,10,30,17.5,47.5,257.5,17.75,461.41,106.96,13.0,25.0
2021,10,31,32.9,23.5,205.0,24.5,378.71,107.75,249.0,46.11
2021,10,32,35.38,18.78,190.5,23.0,168.35,106.03,10.0,29.0
2021,10,33,42.9,23.25,170.0,18.0,461.41,104.33,10.0,33.35
2021,10,34,32.5,21.9,245.0,20.0,461.41,104.21,15.0,34.25
2021,10,35,22.75,25.0,369.9,20.0,210.05,110.57,399.0,46.56
2021,10,36,27.55,17.18,237.4,16.0,461.41,109.05,12.0,29.99
2021,10,37,19.86,11.38,249.9,22.0,437.78,106.5,12.0,46.9
2021,10,38,21.3,32.43,185.0,19.5,461.41,108.61,550.0,35.83
2021,10,39,29.0,23.5,389.0,20.0,461.41,105.81,10.0,49.75
2021,10,40,38.9,16.78,320.0,19.0,437.78,103.55,10.0,44.0
2021,10,41,20.5,23.0,299.0,14.0,461.41,104.68,24.0,34.0
2021,10,42,25.08,11.0,280.0,16.28,378.71,106.08,8.0,44.33
2021,10,43,7.75,23.5,150.0,20.19,378.71,106.24,409.0,47.9
2021,10,44,18.5,15.93,234.68,20.0,461.41,114.47,15.0,38.0
2021,10,45,26.13,20.5,200.0,20.0,378.71,100.19,10.0,25.33
2021,10,46,20.99,20.11,314.0,12.85,297.59,112.7,10.5,40.49
2021,10,47,42.9,23.0,208.0,16.0,461.41,105.19,9.0,31.86
2021,10,48,24.48,24.5,250.0,22.0,378.71,107.46,199.0,40.0
2021,10,49,25.15,17.63,227.5,14.0,378.71,103.73,20.0,34.89
2021,10,50,23.5,21.0,194.0,22.0,168.35,107.31,10.0,42.0
2021,10,51,30.0,21.75,190.0,15.0,461.41,102.26,10.0,46.0
2021,10,52,36.4,23.0,170.0,18.0,461.41,104.22,5.0,48.5
2021,10,53,23.0,21.5,309.0,20.5,461.41,107.11,299.0,43.75
2021,10,54,22.93,19.0,140.0,19.0,378.71,103.1,535.0,30.0
2021,10,55,26.5,14.5,185.0,16.0,461.41,104.57,16.0,29.0
2021,11,1,38.38,25.0,215.0,18.0,462.6,109.82,5.0,38.0
2021,11,2,21.35,24.9,188.0,22.0,379.7,105.53,25.0,26.79
2021,11,3,22.0,20.0,288.0,13.0,462.6,101.23,670.0,49.78
2021,11,4,28.4,12.17,346.5,12.5,462.6,108.32,15.0,25.88
2021,11,5,31.4,20.37,327.5,19.5,379.7,105.87,300.86,58.75
2021,11,6,29.65,19.15,250.0,24.0,298.38,107.4,450.0,36.75
2021,11,7,27.99,23.0,259.99,17.0,298.38,106.14,370.0,32.15
2021,11,8,22.25,24.53,384.0,24.0,379.7,107.36,20.0,35.83
2021,11,9,29.0,17.28,200.0,22.0,320.48,112.48,420.0,48.0
2021,11,10,27.8,19.0,389.0,20.0,462.6,106.04,10.0,60.0
2021,11,11,25.0,22.69,247.4,12.25,462.6,108.68,25.0,36.11
2021,11,12,32.95,21.6,196.21,16.0,462.6,109.62,25.0,32.96
2021,11,13,24.85,18.9,200.0,19.0,353.51,110.61,399.0,60.11
2021,11,14,27.83,24.5,237.45,16.05,462.6,104.27,10.0,35.28
2021,11,15,32.4,25.0,239.4,19.0,379.7,107.88,20.0,31.07
2021,11,16,8.25,16.5,312.5,23.0,379.7,105.97,449.0,44.67
2021,11,17,23.85,21.4,328.0,20.0,320.48,101.73,499.0,23.9
2021,11,18,26.75,30.83,281.5,22.0,379.7,106.7,24.0,24.17
2021,11,19,28.65,22.0,305.0,20.0,320.48,111.69,20.0,33.33
2021,11,20,20.9,19.03,260.0,12.5,320.48,108.14,15.0,41.9
2021,11,21,25.38,27.0,203.0,25.0,320.48,106.96,15.0,26.68
2021,11,22,28.68,23.5,180.0,15.0,462.6,105.84,10.0,33.0
2021,11,23,28.4,19.0,365.0,20.0,462.6,106.84,15.0,31.38
2021,11,24,28.6,24.6,270.0,22.0,430.7,116.98,24.0,53.33
2021,11,25,26.79,22.7,253.25,20.5,298.38,108.97,22.5,26.0
2021,11,26,20.75,14.5,250.0,20.0,379.7,104.38,20.0,49.5
2021,11,27,26.78,21.87,240.68,23.0,320.48,105.9,14.0,31.11
2021,11,28,24.63,24.5,269.0,20.0,353.51,105.81,20.0,29.62
2021,11,29,31.1,24.15,216.75,22.0,462.6,112.94,12.0,30.0
2021,11,30,23.25,48.13,250.0,18.0,462.6,107.63,13.0,25.0
2021,11,31,30.65,23.5,196.25,23.0,379.7,107.91,249.0,57.22
2021,11,32,24.55,19.05,193.01,23.0,320.48,106.1,10.0,26.75
2021,11,33,42.9,23.0,170.0,18.0,462.6,104.33,10.0,35.28
2021,11,34,26.8,22.13,250.0,20.0,462.6,104.28,30.0,32.0
2021,11,35,21.0,25.0,369.9,20.0,320.48,110.7,399.0,40.72
2021,11,36,26.05,17.18,222.4,16.0,462.6,109.3,12.0,26.74
2021,11,37,16.88,11.38,249.9,22.0,438.92,106.74,12.0,46.9
2021,11,38,19.1,32.5,224.0,19.5,462.6,108.61,500.0,35.83
2021,11,39,26.0,23.5,389.0,20.0,462.6,105.87,10.0,44.0
2021,11,40,37.65,17.25,320.0,20.0,438.92,103.71,10.0,44.0
2021,11,41,18.5,23.0,299.0,15.5,462.6,105.0,24.0,34.0
2021,11,42,26.0,10.95,280.0,16.36,379.7,106.29,8.0,44.33
2021,11,43,9.0,24.63,150.0,20.2,379.7,106.34,409.0,47.9
2021,11,44,15.25,16.6,249.0,21.0,462.6,115.03,15.0,37.85
2021,11,45,29.5,21.75,190.0,20.0,379.7,100.19,10.0,26.0
2021,11,46,20.12,20.09,321.5,13.0,298.38,113.36,10.5,39.99
2021,11,47,38.35,23.0,230.0,16.5,462.6,105.22,9.0,31.86
2021,11,48,23.85,24.5,250.0,22.0,379.7,107.94,199.0,40.0
2021,11,49,24.35,15.98,235.0,14.0,379.7,104.07,20.0,34.89
2021,11,50,23.75,21.0,201.5,23.0,320.48,107.85,10.0,42.0
2021,11,51,30.0,22.0,190.0,15.0,462.6,102.33,10.0,46.0
2021,11,52,28.15,23.75,170.0,18.0,462.6,104.33,5.0,48.5
2021,11,53,21.75,20.0,276.5,20.5,462.6,107.19,299.0,43.75
2021,11,54,23.43,19.0,136.25,19.0,379.7,103.27,535.0,30.0
2021,11,55,28.0,14.5,200.0,16.75,462.6,104.89,16.0,28.0
2021,12,1,43.38,25.0,220.0,18.0,463.89,110.1,5.0,38.0
2021,12,2,22.15,24.9,200.5,22.0,380.74,105.76,25.0,27.51
2021,12,3,44.5,22.25,286.25,13.0,463.89,101.53,670.0,49.78
2021,12,4,39.93,12.17,365.0,12.5,463.89,108.41,15.0,25.88
2021,12,5,48.45,20.5,365.0,21.0,380.74,106.0,300.86,57.03
2021,12,6,49.68,19.29,250.0,24.25,299.19,107.56,450.0,37.5
2021,12,7,50.74,23.0,259.99,17.0,299.19,106.56,370.0,33.9
2021,12,8,28.31,24.05,399.0,24.0,380.74,107.42,20.0,35.83
2021,12,9,53.25,16.86,200.0,22.0,321.35,112.99,420.0,48.0
2021,12,10,34.63,19.0,399.0,20.0,463.89,106.04,10.0,63.89
2021,12,11,30.0,23.02,247.9,12.0,463.89,108.84,25.0,36.81
2021,12,12,45.7,20.9,200.0,16.0,463.89,109.91,25.0,32.03
2021,12,13,25.2,18.9,230.0,19.0,354.48,111.39,399.0,60.11
2021,12,14,30.16,24.5,257.25,16.02,463.89,104.35,10.0,35.28
